WBRatio,OPC,PPC,DAYS,CO2,STRENGTH,source,cluster
0.43,400,0,28,0.0,35.23,synthetic,0
0.45,500,0,56,0.02,46.82,synthetic,0
0.52,0,350,28,0.17,32.89,synthetic,1
0.36,350,0,28,0.0,36.15,synthetic,0
0.35,400,0,28,0.03,35.28,synthetic,0
0.55,0,350,28,0.12,15.98,synthetic,1
0.52,400,0,28,0.1,44.89,synthetic,0
0.35,0,350,28,0.02,45.58,synthetic,1
0.44,400,0,28,0.0,47.03,synthetic,0
0.52,0,400,7,0.04,50.65,synthetic,1
0.37,350,0,28,0.11,34.66,synthetic,0
0.44,500,0,7,0.05,35.39,synthetic,0
0.35,0,350,7,0.13,14.21,synthetic,1
0.55,0,350,7,0.04,40.72,synthetic,1
0.55,0,500,56,0.03,47.17,synthetic,1
0.35,0,350,56,0.0,43.59,synthetic,1
0.51,350,0,28,0.13,43.5,synthetic,0
0.54,400,0,7,0.03,41.92,synthetic,0
0.35,0,500,56,0.13,28.59,synthetic,1
0.35,0,400,7,0.03,13.56,synthetic,1
0.35,0,400,56,0.1,22.41,synthetic,1
0.37,500,0,7,0.03,46.57,synthetic,0
0.35,0,400,7,0.0,48.39,synthetic,1
0.35,0,400,56,0.07,19.74,synthetic,1
0.46,500,0,56,0.18,32.59,synthetic,0
0.54,500,0,7,0.08,42.81,synthetic,0
0.45,350,0,56,0.16,58.95,synthetic,0
0.45,400,0,7,0.05,62.7,synthetic,0
0.47,0,500,56,0.06,41.37,synthetic,1
0.51,500,0,7,0.11,31.31,synthetic,0
0.54,0,350,7,0.06,46.5,synthetic,1
0.43,400,0,56,0.1,39.86,synthetic,0
0.46,0,500,7,0.04,25.6,synthetic,1
0.35,0,400,7,0.04,46.59,synthetic,1
0.51,350,0,28,0.09,47.65,synthetic,0
0.43,0,350,28,0.02,28.07,synthetic,1
0.43,0,500,56,0.13,53.37,synthetic,1
0.51,350,0,7,0.0,42.59,synthetic,0
0.44,0,500,7,0.16,41.73,synthetic,1
0.35,0,350,56,0.03,28.57,synthetic,1
0.52,350,0,56,0.0,37.19,synthetic,0
0.42,0,350,56,0.2,30.96,synthetic,1
0.54,0,400,7,0.2,26.85,synthetic,1
0.35,500,0,28,0.04,42.29,synthetic,0
0.35,400,0,7,0.16,46.96,synthetic,0
0.35,350,0,56,0.08,22.78,synthetic,0
0.44,350,0,28,0.06,27.58,synthetic,0
0.44,500,0,28,0.03,27.39,synthetic,0
0.46,350,0,7,0.12,48.67,synthetic,0
0.35,500,0,7,0.09,54.07,synthetic,0
0.54,0,400,56,0.2,22.38,synthetic,1
0.35,350,0,28,0.03,42.66,synthetic,0
0.45,500,0,28,0.19,63.12,synthetic,0
0.55,0,400,7,0.05,55.58,synthetic,1
0.35,0,400,28,0.1,33.19,synthetic,1
0.45,0,350,7,0.07,25.85,synthetic,1
0.48,0,400,56,0.13,19.55,synthetic,1
0.35,350,0,7,0.07,63.12,synthetic,0
0.35,0,400,7,0.06,38.45,synthetic,1
0.55,0,500,56,0.17,36.52,synthetic,1
0.45,350,0,28,0.07,14.77,synthetic,0
0.51,500,0,56,0.15,42.07,synthetic,0
0.54,350,0,28,0.13,50.78,synthetic,0
0.52,500,0,28,0.01,49.56,synthetic,0
0.35,500,0,7,0.13,54.1,synthetic,0
0.36,400,0,7,0.16,22.38,synthetic,0
0.5,0,400,7,0.03,42.91,synthetic,1
0.38,0,350,7,0.09,31.9,synthetic,1
0.53,0,400,56,0.0,19.09,synthetic,1
0.35,500,0,7,0.09,50.88,synthetic,0
0.35,0,350,28,0.02,14.23,synthetic,1
0.54,0,500,56,0.19,44.23,synthetic,1
0.46,0,350,7,0.17,13.56,synthetic,1
0.35,400,0,7,0.03,63.12,synthetic,0
0.43,0,400,7,0.05,13.56,synthetic,1
0.35,0,350,28,0.0,26.03,synthetic,1
0.51,400,0,7,0.17,43.41,synthetic,0
0.53,350,0,28,0.14,51.03,synthetic,0
0.46,500,0,56,0.13,45.41,synthetic,0
0.45,0,500,28,0.03,35.22,synthetic,1
0.45,500,0,28,0.05,44.55,synthetic,0
0.53,0,500,28,0.1,50.53,synthetic,1
0.55,500,0,7,0.05,35.34,synthetic,0
0.45,500,0,7,0.0,38.47,synthetic,0
0.35,0,500,28,0.05,47.35,synthetic,1
0.43,500,0,56,0.08,38.41,synthetic,0
0.37,350,0,28,0.19,51.44,synthetic,0
0.35,0,500,28,0.1,45.71,synthetic,1
0.55,0,400,56,0.0,50.01,synthetic,1
0.54,350,0,7,0.12,36.76,synthetic,0
0.35,0,500,56,0.0,36.09,synthetic,1
0.35,0,350,7,0.05,20.73,synthetic,1
0.45,0,400,7,0.2,40.34,synthetic,1
0.51,500,0,7,0.0,51.59,synthetic,0
0.36,0,500,28,0.02,35.48,synthetic,1
0.55,0,400,7,0.06,48.87,synthetic,1
0.52,500,0,56,0.08,63.12,synthetic,0
0.51,0,350,7,0.15,48.47,synthetic,1
0.35,500,0,7,0.2,45.08,synthetic,0
0.35,0,350,28,0.07,48.09,synthetic,1
0.54,0,500,56,0.01,63.12,synthetic,1
0.35,0,400,28,0.02,52.8,synthetic,1
0.43,0,500,56,0.06,39.05,synthetic,1
0.35,0,500,7,0.11,50.19,synthetic,1
0.35,350,0,7,0.14,40.37,synthetic,0
0.54,0,400,56,0.01,50.37,synthetic,1
0.53,0,500,28,0.17,63.12,synthetic,1
0.35,0,400,28,0.2,32.06,synthetic,1
0.44,0,400,7,0.02,48.56,synthetic,1
0.51,0,400,56,0.05,34.11,synthetic,1
0.35,0,400,28,0.02,44.17,synthetic,1
0.35,400,0,56,0.05,46.2,synthetic,0
0.35,350,0,28,0.06,49.74,synthetic,0
0.35,0,400,7,0.1,37.37,synthetic,1
0.35,400,0,56,0.2,46.81,synthetic,0
0.36,0,400,56,0.06,31.65,synthetic,1
0.45,350,0,7,0.17,35.62,synthetic,0
0.45,0,350,7,0.04,23.78,synthetic,1
0.55,0,350,28,0.07,36.41,synthetic,1
0.36,400,0,56,0.0,62.96,synthetic,0
0.35,350,0,7,0.12,40.29,synthetic,0
0.54,0,500,28,0.05,37.01,synthetic,1
0.54,0,350,7,0.14,56.58,synthetic,1
0.36,400,0,7,0.17,41.74,synthetic,0
0.35,0,500,7,0.07,34.59,synthetic,1
0.35,0,500,28,0.06,20.04,synthetic,1
0.54,350,0,56,0.01,37.08,synthetic,0
0.35,350,0,56,0.12,48.34,synthetic,0
0.45,0,400,28,0.13,13.73,synthetic,1
0.45,0,400,56,0.11,40.17,synthetic,1
0.37,500,0,28,0.04,13.56,synthetic,0
0.43,0,500,28,0.19,43.69,synthetic,1
0.35,0,350,28,0.05,50.45,synthetic,1
0.35,400,0,28,0.09,49.66,synthetic,0
0.35,0,350,28,0.03,13.56,synthetic,1
0.35,0,350,7,0.04,58.89,synthetic,1
0.55,0,500,56,0.0,31.28,synthetic,1
0.52,500,0,7,0.06,19.71,synthetic,0
0.52,400,0,56,0.02,42.89,synthetic,0
0.52,0,400,28,0.04,21.08,synthetic,1
0.35,0,400,28,0.2,46.35,synthetic,1
0.35,0,400,56,0.05,53.87,synthetic,1
0.35,0,350,56,0.07,42.22,synthetic,1
0.51,0,500,28,0.12,43.66,synthetic,1
0.55,0,500,56,0.01,63.12,synthetic,1
0.52,400,0,56,0.1,37.77,synthetic,0
0.44,0,350,28,0.03,47.12,synthetic,1
0.44,0,400,56,0.06,45.75,synthetic,1
0.35,400,0,28,0.04,31.14,synthetic,0
0.55,350,0,7,0.12,39.14,synthetic,0
0.35,0,500,28,0.16,49.04,synthetic,1
0.46,350,0,7,0.01,40.92,synthetic,0
0.44,500,0,7,0.07,47.24,synthetic,0
0.43,400,0,28,0.14,21.62,synthetic,0
0.36,500,0,7,0.06,13.56,synthetic,0
0.52,0,400,56,0.01,15.68,synthetic,1
0.46,0,500,28,0.15,20.24,synthetic,1
0.54,0,350,7,0.03,63.12,synthetic,1
0.55,0,400,7,0.0,27.1,synthetic,1
0.53,0,350,7,0.0,24.79,synthetic,1
0.43,400,0,7,0.11,46.68,synthetic,0
0.54,400,0,56,0.05,34.96,synthetic,0
0.35,400,0,56,0.0,50.64,synthetic,0
0.51,0,500,7,0.0,43.51,synthetic,1
0.43,350,0,7,0.0,58.46,synthetic,0
0.55,0,350,28,0.02,46.29,synthetic,1
0.54,0,350,7,0.03,36.47,synthetic,1
0.5,0,350,28,0.06,43.41,synthetic,1
0.44,350,0,7,0.04,17.23,synthetic,0
0.36,400,0,28,0.11,52.04,synthetic,0
0.44,0,400,7,0.12,46.76,synthetic,1
0.55,500,0,28,0.07,35.29,synthetic,0
0.46,350,0,28,0.08,50.61,synthetic,0
0.39,0,400,28,0.03,27.53,synthetic,1
0.44,0,400,28,0.15,63.12,synthetic,1
0.43,350,0,7,0.06,40.21,synthetic,0
0.39,0,350,7,0.0,46.78,synthetic,1
0.42,0,350,56,0.02,41.25,synthetic,1
0.45,400,0,7,0.04,32.31,synthetic,0
0.43,500,0,56,0.03,32.45,synthetic,0
0.45,0,400,7,0.06,43.41,synthetic,1
0.35,400,0,56,0.0,43.26,synthetic,0
0.35,350,0,56,0.02,43.21,synthetic,0
0.35,0,500,56,0.08,28.48,synthetic,1
0.43,0,500,56,0.2,52.15,synthetic,1
0.51,0,400,7,0.06,44.72,synthetic,1
0.36,500,0,56,0.13,48.83,synthetic,0
0.35,350,0,28,0.11,39.13,synthetic,0
0.44,350,0,28,0.03,21.23,synthetic,0
0.55,0,350,28,0.05,56.72,synthetic,1
0.37,500,0,7,0.11,20.7,synthetic,0
0.43,0,400,7,0.1,45.66,synthetic,1
0.35,400,0,7,0.18,56.9,synthetic,0
0.54,0,500,7,0.07,49.54,synthetic,1
0.44,0,350,56,0.18,62.05,synthetic,1
0.52,0,500,28,0.16,48.63,synthetic,1
0.54,350,0,7,0.04,16.84,synthetic,0
0.44,400,0,56,0.02,48.74,synthetic,0
0.51,0,500,28,0.05,53.99,synthetic,1
0.52,0,400,7,0.04,46.58,synthetic,1
0.45,0,350,7,0.18,24.84,synthetic,1
0.52,0,400,28,0.11,43.7,synthetic,1
0.35,500,0,7,0.2,55.4,synthetic,0
0.55,0,350,7,0.02,13.56,synthetic,1
0.51,0,350,28,0.04,48.45,synthetic,1
0.37,400,0,56,0.02,35.63,synthetic,0
0.35,400,0,56,0.08,18.38,synthetic,0
0.37,400,0,56,0.2,30.95,synthetic,0
0.52,0,400,28,0.02,22.34,synthetic,1
0.44,350,0,7,0.0,59.63,synthetic,0
0.35,0,350,56,0.05,52.09,synthetic,1
0.51,0,350,7,0.06,35.56,synthetic,1
0.53,0,350,28,0.13,38.69,synthetic,1
0.52,400,0,56,0.06,63.12,synthetic,0
0.54,400,0,7,0.17,63.12,synthetic,0
0.35,0,500,28,0.02,58.81,synthetic,1
0.51,400,0,28,0.02,63.12,synthetic,0
0.55,350,0,7,0.12,13.56,synthetic,0
0.52,0,350,7,0.12,28.9,synthetic,1
0.55,400,0,7,0.08,31.47,synthetic,0
0.53,0,350,7,0.08,52.13,synthetic,1
0.46,0,350,28,0.05,42.46,synthetic,1
0.44,0,400,28,0.2,41.45,synthetic,1
0.54,350,0,28,0.17,49.0,synthetic,0
0.35,0,350,7,0.18,51.28,synthetic,1
0.35,0,400,7,0.1,34.22,synthetic,1
0.35,0,400,28,0.0,46.12,synthetic,1
0.42,400,0,28,0.08,48.81,synthetic,0
0.35,0,500,56,0.05,27.92,synthetic,1
0.52,0,350,28,0.04,49.26,synthetic,1
0.54,0,400,7,0.07,63.12,synthetic,1
0.35,0,500,56,0.02,34.08,synthetic,1
0.54,0,350,28,0.04,45.72,synthetic,1
0.36,0,350,7,0.06,31.84,synthetic,1
0.44,350,0,28,0.04,30.77,synthetic,0
0.51,400,0,56,0.12,43.09,synthetic,0
0.54,0,350,28,0.0,49.58,synthetic,1
0.44,0,500,56,0.13,56.33,synthetic,1
0.35,400,0,7,0.0,38.33,synthetic,0
0.35,500,0,56,0.01,22.5,synthetic,0
0.35,500,0,7,0.12,13.56,synthetic,0
0.54,0,500,7,0.01,21.09,synthetic,1
0.36,0,350,56,0.11,38.95,synthetic,1
0.44,0,400,56,0.11,63.12,synthetic,1
0.42,500,0,7,0.0,52.84,synthetic,0
0.54,0,400,7,0.19,40.49,synthetic,1
0.37,0,350,56,0.15,28.24,synthetic,1
0.55,0,500,56,0.04,34.3,synthetic,1
0.35,0,400,56,0.04,47.48,synthetic,1
0.36,400,0,56,0.13,20.29,synthetic,0
0.53,400,0,56,0.18,33.65,synthetic,0
0.35,400,0,56,0.04,61.2,synthetic,0
0.35,350,0,28,0.13,50.35,synthetic,0
0.44,350,0,56,0.07,61.48,synthetic,0
0.5,0,350,56,0.19,41.13,synthetic,1
0.55,400,0,7,0.0,27.8,synthetic,0
0.51,350,0,56,0.03,46.55,synthetic,0
0.54,0,350,7,0.06,26.61,synthetic,1
0.52,0,350,56,0.04,29.96,synthetic,1
0.51,350,0,7,0.08,48.03,synthetic,0
0.51,350,0,7,0.07,42.09,synthetic,0
0.37,500,0,7,0.15,27.76,synthetic,0
0.53,350,0,7,0.1,46.67,synthetic,0
0.44,400,0,28,0.02,40.38,synthetic,0
0.35,0,500,7,0.2,47.35,synthetic,1
0.35,500,0,28,0.04,45.15,synthetic,0
0.43,500,0,56,0.09,60.82,synthetic,0
0.54,350,0,7,0.13,51.9,synthetic,0
0.35,500,0,56,0.13,35.36,synthetic,0
0.39,0,400,56,0.16,18.17,synthetic,1
0.44,0,350,28,0.2,41.26,synthetic,1
0.46,350,0,7,0.06,53.04,synthetic,0
0.52,400,0,7,0.08,46.48,synthetic,0
0.35,0,350,28,0.03,60.47,synthetic,1
0.55,0,400,28,0.06,31.16,synthetic,1
0.43,500,0,28,0.14,48.11,synthetic,0
0.35,0,400,28,0.1,50.41,synthetic,1
0.35,400,0,7,0.02,52.11,synthetic,0
0.35,0,350,56,0.12,63.12,synthetic,1
0.52,500,0,7,0.14,43.0,synthetic,0
0.46,0,500,56,0.11,25.86,synthetic,1
0.5,0,500,56,0.07,36.49,synthetic,1
0.5,0,400,7,0.07,45.5,synthetic,1
0.54,0,400,7,0.15,33.95,synthetic,1
0.35,0,500,7,0.17,37.75,synthetic,1
0.55,500,0,7,0.05,32.83,synthetic,0
0.51,350,0,7,0.09,44.35,synthetic,0
0.43,0,500,7,0.14,47.59,synthetic,1
0.51,400,0,7,0.06,48.89,synthetic,0
0.37,400,0,56,0.02,39.16,synthetic,0
0.36,0,400,28,0.07,29.4,synthetic,1
0.51,0,500,28,0.15,42.94,synthetic,1
0.43,0,500,56,0.1,50.81,synthetic,1
0.35,400,0,56,0.16,46.9,synthetic,0
0.35,0,400,7,0.13,22.67,synthetic,1
0.35,500,0,28,0.06,63.12,synthetic,0
0.37,400,0,7,0.14,39.68,synthetic,0
0.44,0,500,56,0.17,44.56,synthetic,1
0.35,350,0,56,0.04,32.5,synthetic,0
0.53,400,0,7,0.09,37.39,synthetic,0
0.55,0,400,7,0.05,42.37,synthetic,1
0.54,0,400,28,0.0,32.81,synthetic,1
0.42,0,350,7,0.05,44.77,synthetic,1
0.44,350,0,28,0.17,33.71,synthetic,0
0.35,0,500,28,0.16,21.41,synthetic,1
0.42,0,400,7,0.15,53.27,synthetic,1
0.38,500,0,7,0.11,34.13,synthetic,0
0.43,500,0,56,0.04,15.22,synthetic,0
0.44,0,350,56,0.02,47.13,synthetic,1
0.44,0,500,56,0.01,27.43,synthetic,1
0.35,0,500,28,0.0,49.18,synthetic,1
0.36,350,0,56,0.2,56.98,synthetic,0
0.51,0,350,56,0.08,46.38,synthetic,1
0.35,0,350,7,0.09,48.09,synthetic,1
0.47,350,0,7,0.03,20.01,synthetic,0
0.35,0,400,28,0.0,63.12,synthetic,1
0.35,0,350,7,0.02,47.87,synthetic,1
0.35,0,400,56,0.19,36.75,synthetic,1
0.43,500,0,7,0.06,36.97,synthetic,0
0.46,0,350,28,0.05,41.16,synthetic,1
0.43,500,0,56,0.04,18.29,synthetic,0
0.35,400,0,56,0.05,47.95,synthetic,0
0.46,350,0,56,0.05,35.8,synthetic,0
0.35,400,0,7,0.01,52.7,synthetic,0
0.55,0,400,7,0.2,41.3,synthetic,1
0.43,500,0,28,0.05,29.63,synthetic,0
0.35,350,0,56,0.13,63.12,synthetic,0
0.51,500,0,56,0.08,52.63,synthetic,0
0.38,400,0,56,0.01,50.34,synthetic,0
0.43,0,350,56,0.16,14.28,synthetic,1
0.35,500,0,56,0.02,21.74,synthetic,0
0.51,0,500,56,0.12,48.47,synthetic,1
0.36,400,0,28,0.12,35.44,synthetic,0
0.35,0,400,56,0.13,46.51,synthetic,1
0.45,500,0,28,0.12,33.79,synthetic,0
0.35,400,0,7,0.04,39.67,synthetic,0
0.45,500,0,28,0.02,25.61,synthetic,0
0.38,0,350,28,0.05,38.58,synthetic,1
0.42,350,0,7,0.08,48.96,synthetic,0
0.52,0,400,28,0.18,46.04,synthetic,1
0.43,350,0,28,0.13,30.23,synthetic,0
0.36,0,350,7,0.13,45.91,synthetic,1
0.35,350,0,7,0.11,41.41,synthetic,0
0.43,0,400,7,0.11,50.09,synthetic,1
0.44,0,500,56,0.05,27.66,synthetic,1
0.43,350,0,7,0.08,42.69,synthetic,0
0.55,0,350,56,0.04,63.12,synthetic,1
0.35,0,400,56,0.09,53.75,synthetic,1
0.47,500,0,28,0.12,19.81,synthetic,0
0.35,500,0,56,0.2,42.03,synthetic,0
0.35,400,0,7,0.04,43.12,synthetic,0
0.5,0,400,56,0.14,63.12,synthetic,1
0.35,0,350,7,0.11,49.05,synthetic,1
0.35,0,350,56,0.07,54.38,synthetic,1
0.37,400,0,7,0.15,41.77,synthetic,0
0.5,0,500,28,0.06,52.95,synthetic,1
0.37,400,0,28,0.09,48.29,synthetic,0
0.53,0,400,56,0.06,50.7,synthetic,1
0.35,400,0,56,0.02,63.12,synthetic,0
0.53,0,350,28,0.17,41.46,synthetic,1
0.42,400,0,56,0.16,49.66,synthetic,0
0.35,500,0,28,0.06,49.36,synthetic,0
0.44,500,0,7,0.04,59.1,synthetic,0
0.42,0,500,56,0.15,54.32,synthetic,1
0.55,350,0,7,0.11,35.88,synthetic,0
0.35,0,400,56,0.14,37.3,synthetic,1
0.36,0,400,56,0.2,35.37,synthetic,1
0.55,400,0,56,0.03,38.71,synthetic,0
0.44,500,0,28,0.16,46.81,synthetic,0
0.55,0,350,56,0.14,49.42,synthetic,1
0.45,500,0,56,0.08,63.12,synthetic,0
0.54,400,0,56,0.0,40.25,synthetic,0
0.51,0,500,56,0.06,20.95,synthetic,1
0.35,400,0,28,0.09,40.96,synthetic,0
0.35,0,500,7,0.08,36.91,synthetic,1
0.35,0,500,28,0.19,45.11,synthetic,1
0.52,0,500,56,0.16,23.89,synthetic,1
0.42,0,400,7,0.18,60.38,synthetic,1
0.54,400,0,28,0.03,40.2,synthetic,0
0.35,500,0,7,0.06,39.16,synthetic,0
0.54,0,350,7,0.08,13.56,synthetic,1
0.35,350,0,56,0.14,52.46,synthetic,0
0.35,0,350,7,0.14,49.04,synthetic,1
0.55,350,0,7,0.0,38.77,synthetic,0
0.36,0,350,28,0.03,51.65,synthetic,1
0.46,500,0,56,0.2,49.52,synthetic,0
0.35,0,500,56,0.08,41.34,synthetic,1
0.52,400,0,28,0.15,40.45,synthetic,0
0.55,0,500,56,0.2,34.77,synthetic,1
0.35,350,0,28,0.08,27.26,synthetic,0
0.52,350,0,7,0.0,47.12,synthetic,0
0.55,350,0,7,0.0,51.09,synthetic,0
0.54,0,400,7,0.03,20.64,synthetic,1
0.43,0,350,7,0.03,52.1,synthetic,1
0.35,350,0,7,0.14,38.11,synthetic,0
0.43,400,0,7,0.04,17.59,synthetic,0
0.52,350,0,28,0.04,45.99,synthetic,0
0.52,500,0,56,0.11,15.75,synthetic,0
0.51,0,350,28,0.16,45.48,synthetic,1
0.55,0,500,56,0.08,50.47,synthetic,1
0.43,400,0,56,0.2,51.66,synthetic,0
0.35,500,0,7,0.2,32.79,synthetic,0
0.52,500,0,7,0.09,13.56,synthetic,0
0.52,0,500,7,0.07,41.91,synthetic,1
0.5,0,350,28,0.08,48.85,synthetic,1
0.43,0,400,28,0.13,35.35,synthetic,1
0.53,400,0,7,0.08,38.6,synthetic,0
0.35,350,0,7,0.15,38.12,synthetic,0
0.46,350,0,28,0.08,33.51,synthetic,0
0.37,0,400,28,0.12,35.14,synthetic,1
0.55,400,0,28,0.14,40.25,synthetic,0
0.43,500,0,7,0.04,27.16,synthetic,0
0.46,0,400,28,0.04,18.13,synthetic,1
0.55,500,0,28,0.13,47.03,synthetic,0
0.37,350,0,56,0.13,44.21,synthetic,0
0.35,400,0,7,0.11,53.65,synthetic,0
0.55,350,0,7,0.02,22.19,synthetic,0
0.35,0,500,7,0.0,44.0,synthetic,1
0.52,350,0,7,0.14,39.04,synthetic,0
0.53,500,0,7,0.04,63.12,synthetic,0
0.42,400,0,56,0.07,63.12,synthetic,0
0.43,350,0,7,0.04,62.05,synthetic,0
0.54,400,0,7,0.08,39.1,synthetic,0
0.51,0,400,28,0.09,45.16,synthetic,1
0.35,500,0,7,0.0,25.21,synthetic,0
0.35,0,400,56,0.08,53.46,synthetic,1
0.52,0,500,56,0.1,29.11,synthetic,1
0.55,350,0,7,0.09,31.95,synthetic,0
0.45,0,500,28,0.08,34.72,synthetic,1
0.35,350,0,56,0.0,13.56,synthetic,0
0.55,350,0,7,0.12,35.51,synthetic,0
0.45,350,0,28,0.15,32.97,synthetic,0
0.35,400,0,7,0.13,63.03,synthetic,0
0.35,0,350,56,0.03,31.32,synthetic,1
0.35,500,0,56,0.13,25.6,synthetic,0
0.35,0,350,28,0.14,29.98,synthetic,1
0.51,500,0,28,0.05,41.3,synthetic,0
0.55,0,400,56,0.17,45.06,synthetic,1
0.35,400,0,28,0.01,26.56,synthetic,0
0.51,0,500,56,0.03,37.01,synthetic,1
0.47,350,0,28,0.14,34.41,synthetic,0
0.35,400,0,28,0.1,53.17,synthetic,0
0.35,350,0,7,0.16,43.32,synthetic,0
0.55,400,0,28,0.03,49.16,synthetic,0
0.55,400,0,7,0.05,49.02,synthetic,0
0.35,0,400,7,0.09,48.23,synthetic,1
0.44,500,0,56,0.09,50.55,synthetic,0
0.35,0,400,28,0.03,21.66,synthetic,1
0.35,400,0,7,0.01,41.5,synthetic,0
0.43,0,350,28,0.17,44.88,synthetic,1
0.45,500,0,28,0.04,37.4,synthetic,0
0.43,0,350,7,0.16,25.44,synthetic,1
0.43,0,500,56,0.2,32.23,synthetic,1
0.35,400,0,28,0.12,20.99,synthetic,0
0.35,400,0,28,0.18,51.85,synthetic,0
0.35,0,500,56,0.0,35.68,synthetic,1
0.35,400,0,28,0.14,40.18,synthetic,0
0.35,0,500,7,0.01,35.35,synthetic,1
0.35,400,0,28,0.01,52.82,synthetic,0
0.42,500,0,56,0.0,14.86,synthetic,0
0.45,0,400,56,0.09,35.36,synthetic,1
0.55,350,0,28,0.06,39.95,synthetic,0
0.55,0,400,56,0.13,13.56,synthetic,1
0.51,500,0,56,0.0,53.09,synthetic,0
0.45,400,0,7,0.04,32.05,synthetic,0
0.53,400,0,7,0.18,18.16,synthetic,0
0.35,500,0,28,0.19,53.1,synthetic,0
0.37,0,500,56,0.1,28.22,synthetic,1
0.38,0,500,56,0.04,40.31,synthetic,1
0.52,0,350,7,0.14,31.18,synthetic,1
0.51,0,400,7,0.12,41.75,synthetic,1
0.38,400,0,28,0.11,36.53,synthetic,0
0.5,400,0,56,0.08,41.93,synthetic,0
0.35,0,500,56,0.03,20.98,synthetic,1
0.36,0,350,7,0.16,41.42,synthetic,1
0.38,350,0,28,0.02,24.87,synthetic,0
0.35,0,500,56,0.02,26.69,synthetic,1
0.44,400,0,56,0.03,32.79,synthetic,0
0.42,500,0,28,0.06,47.77,synthetic,0
0.35,0,400,56,0.03,50.68,synthetic,1
0.35,500,0,7,0.2,50.05,synthetic,0
0.53,0,350,56,0.04,27.7,synthetic,1
0.54,0,350,56,0.13,13.56,synthetic,1
0.46,0,500,28,0.07,49.93,synthetic,1
0.35,0,400,56,0.05,61.38,synthetic,1
0.51,400,0,7,0.05,60.93,synthetic,0
0.55,400,0,56,0.1,52.52,synthetic,0
0.53,0,400,7,0.03,25.78,synthetic,1
0.55,400,0,28,0.15,40.71,synthetic,0
0.35,0,500,28,0.07,63.03,synthetic,1
0.54,350,0,56,0.05,47.0,synthetic,0
0.35,0,400,7,0.15,50.42,synthetic,1
0.51,0,350,28,0.01,63.12,synthetic,1
0.35,500,0,7,0.02,45.86,synthetic,0
0.45,0,350,28,0.15,27.72,synthetic,1
0.54,350,0,7,0.12,50.92,synthetic,0
0.55,500,0,7,0.0,63.12,synthetic,0
0.55,500,0,28,0.16,51.41,synthetic,0
0.43,500,0,56,0.05,45.44,synthetic,0
0.35,400,0,7,0.05,41.62,synthetic,0
0.44,500,0,28,0.13,51.18,synthetic,0
0.5,350,0,7,0.05,51.55,synthetic,0
0.35,500,0,56,0.05,34.1,synthetic,0
0.44,0,400,28,0.04,35.15,synthetic,1
0.35,400,0,28,0.03,43.72,synthetic,0
0.35,0,500,28,0.07,33.37,synthetic,1
0.35,0,400,28,0.19,30.99,synthetic,1
0.43,0,500,56,0.19,40.01,synthetic,1
0.35,0,500,28,0.08,60.64,synthetic,1
0.43,0,350,7,0.13,49.11,synthetic,1
0.52,500,0,7,0.11,43.38,synthetic,0
0.55,0,400,7,0.05,40.76,synthetic,1
0.44,500,0,28,0.11,48.4,synthetic,0
0.37,0,500,7,0.05,46.7,synthetic,1
0.45,0,500,28,0.17,33.6,synthetic,1
0.44,0,350,7,0.02,56.46,synthetic,1
0.55,500,0,28,0.18,53.03,synthetic,0
0.54,350,0,7,0.05,38.78,synthetic,0
0.53,500,0,56,0.04,63.12,synthetic,0
0.35,0,350,7,0.05,18.36,synthetic,1
0.42,400,0,7,0.0,35.93,synthetic,0
0.45,400,0,28,0.0,47.16,synthetic,0
0.51,400,0,7,0.0,63.12,synthetic,0
0.53,0,400,28,0.16,34.41,synthetic,1
0.54,0,350,7,0.03,31.54,synthetic,1
0.53,0,500,56,0.05,63.12,synthetic,1
0.35,0,400,28,0.09,17.97,synthetic,1
0.35,0,350,7,0.01,41.46,synthetic,1
0.35,500,0,56,0.2,39.37,synthetic,0
0.55,350,0,7,0.03,47.76,synthetic,0
0.37,0,500,56,0.07,46.79,synthetic,1
0.55,400,0,7,0.07,60.04,synthetic,0
0.35,0,500,28,0.1,44.23,synthetic,1
0.42,0,500,28,0.05,40.14,synthetic,1
0.35,350,0,56,0.2,42.41,synthetic,0
0.46,350,0,28,0.18,34.73,synthetic,0
0.35,350,0,7,0.0,34.78,synthetic,0
0.36,0,350,56,0.07,15.99,synthetic,1
0.44,0,500,56,0.16,54.89,synthetic,1
0.53,0,400,28,0.12,40.67,synthetic,1
0.52,0,400,7,0.08,22.74,synthetic,1
0.51,350,0,7,0.05,55.38,synthetic,0
0.53,0,350,7,0.16,45.97,synthetic,1
0.35,0,350,56,0.15,45.06,synthetic,1
0.43,400,0,7,0.06,37.43,synthetic,0
0.53,0,350,7,0.05,31.46,synthetic,1
0.35,0,350,7,0.1,29.24,synthetic,1
0.35,500,0,7,0.09,26.37,synthetic,0
0.53,0,400,7,0.04,34.85,synthetic,1
0.35,0,350,7,0.12,47.58,synthetic,1
0.45,350,0,28,0.05,39.01,synthetic,0
0.52,0,500,28,0.2,46.99,synthetic,1
0.43,0,350,7,0.12,42.03,synthetic,1
0.51,0,400,7,0.12,44.53,synthetic,1
0.35,350,0,28,0.15,43.46,synthetic,0
0.35,350,0,56,0.04,28.91,synthetic,0
0.35,0,400,7,0.03,40.21,synthetic,1
0.53,0,500,56,0.07,34.38,synthetic,1
